t_ms,ax,ay,az,gx,gy,gz,roll,pitch,alt_m
31241,1.897,1.087,9.362,-0.0934,0.0754,0.0042,8.76,-0.48,111.95
31251,1.282,2.106,9.841,0.3753,0.2959,-0.0444,9.31,-0.01,112.02
31260,1.847,0.792,9.379,-0.1280,-0.0472,-0.0369,9.19,-0.13,111.96
31271,1.331,1.747,9.504,0.3218,0.1627,-0.0727,9.18,-0.06,112.03
31280,1.727,1.968,9.714,0.4357,-0.0639,-0.0281,9.55,0.08,111.98
31290,1.324,1.558,9.313,0.1685,0.0987,-0.0564,9.69,-0.14,112.15
31300,1.635,1.502,9.599,0.3450,0.3285,0.0655,9.73,0.20,111.92
31311,1.376,1.439,9.581,0.1156,-0.1330,0.0456,10.08,0.23,111.96
31321,1.145,1.612,9.976,-0.6278,-0.0258,0.0306,9.88,0.05,111.98
31331,1.353,1.465,9.300,0.2103,-0.3896,-0.0283,9.37,0.18,112.04
31340,2.040,2.095,9.525,0.6000,0.3310,0.0202,10.14,-0.37,111.91
31351,1.367,1.667,10.256,-0.5817,0.1236,-0.0082,10.10,0.57,111.95
31361,1.102,1.290,9.608,-0.4109,-0.4518,-0.0428,9.48,-0.20,112.01
31371,1.427,1.695,9.657,0.0790,0.0082,0.0465,9.63,0.01,111.99
31381,1.387,1.812,10.071,0.1686,0.1153,0.0137,9.59,-0.17,111.80
31390,1.304,2.178,9.888,-0.1524,0.0224,0.0286,9.82,0.14,112.02
31400,1.091,1.059,9.962,-0.1956,-0.0642,0.0597,9.40,-0.15,112.02
31411,0.689,2.116,9.733,-0.4212,0.0608,0.0063,9.60,0.02,112.02
31421,0.838,1.395,9.907,-0.3581,-0.2090,0.0525,8.90,-0.07,112.01
31431,0.970,1.891,9.398,-0.1663,0.6056,-0.0573,9.17,-0.26,112.02
31440,0.745,2.005,9.377,-0.7470,-0.0014,0.0294,8.69,0.63,111.99
31451,0.548,1.119,10.374,-0.2082,-0.4551,0.0666,8.33,-0.26,111.94
31461,0.866,2.166,9.330,-0.1788,0.5245,0.0319,8.42,0.17,111.86
31471,0.785,1.243,9.912,-0.5766,-0.0235,0.0293,8.12,0.38,111.99
31481,0.656,1.130,10.049,-0.8169,-0.4204,0.0086,7.75,0.16,112.07
31490,0.644,1.414,9.939,-0.4179,-0.4587,0.0073,7.21,-0.11,112.01
31500,0.848,1.542,10.467,-0.2668,-1.5493,-0.0620,7.22,-0.38,112.02
31510,0.267,1.397,10.510,-1.0176,-3.2771,0.0014,6.91,-1.94,111.96
31520,0.584,1.437,10.807,-0.9204,-3.2299,-0.0253,6.08,-4.10,111.97
31531,1.103,1.209,11.537,-0.9704,-2.6019,-0.0915,5.82,-5.61,112.07
31541,1.170,0.690,11.706,-0.9161,-2.3996,0.0642,4.93,-7.12,112.14
31551,1.504,0.825,12.001,-0.0691,-2.8908,-0.0107,4.77,-8.37,112.03
31561,1.997,1.141,12.457,-0.8181,-3.3677,-0.0024,4.84,-10.44,111.92
31570,2.119,0.587,13.285,-0.9151,-3.0501,-0.0209,3.82,-12.23,111.96
31580,2.077,0.719,13.572,-0.5246,-2.7613,-0.0142,3.77,-13.94,112.06
31590,2.319,0.476,14.054,-0.4816,-2.4034,0.0280,3.20,-15.39,112.02
31601,2.313,0.553,13.434,-0.7963,-2.8485,-0.0992,3.24,-16.65,111.97
31610,2.487,0.467,13.479,-1.7666,-3.1124,-0.0601,2.32,-18.64,111.83
31620,2.873,0.187,13.227,-0.9637,-3.1704,0.0216,1.24,-20.23,112.08
31630,2.838,-0.331,12.860,-0.2498,-2.8542,0.0406,1.20,-22.23,111.99
31640,2.711,0.438,12.055,-0.5701,-3.1942,-0.0174,0.97,-23.49,112.08
31650,3.842,0.562,11.230,-0.7133,-2.5759,0.0322,0.54,-25.89,111.93
31661,3.195,-0.154,10.719,-0.1143,-2.2456,0.0899,0.14,-26.45,112.14
31670,3.353,0.436,10.449,-0.0470,-3.0432,-0.0515,0.38,-28.49,111.98
31681,4.044,0.350,9.659,-0.8187,0.0817,0.0291,0.08,-29.92,112.03
31690,3.588,-0.117,9.980,-0.2380,1.8386,-0.0369,-0.57,-28.38,112.03
31701,3.945,-0.064,9.797,0.5240,1.7244,-0.0019,-0.19,-27.78,111.82
31711,3.352,0.463,10.062,0.0198,2.3755,-0.0237,0.06,-26.38,111.91
31721,2.516,0.205,10.206,0.0657,2.3054,-0.0101,-0.21,-25.06,111.91
31731,2.808,0.339,10.585,0.2332,2.7090,0.0203,0.10,-23.74,112.22
31741,2.729,-0.107,10.837,0.3265,2.6452,0.0459,0.09,-21.93,111.94
31751,1.602,0.038,11.362,-0.2377,1.8251,0.0203,0.48,-20.72,112.03
31760,2.000,0.247,11.402,-0.6984,2.4353,0.0311,-0.21,-19.79,111.97
31771,1.118,0.054,11.232,-0.1254,2.8128,0.0541,-0.36,-17.95,111.99
31780,1.269,-0.090,11.704,0.2017,1.7677,-0.1075,-0.38,-16.58,112.14
31791,1.132,-0.470,11.131,0.4844,1.8838,-0.0488,-0.14,-15.89,111.91
31801,1.371,-0.298,11.485,0.0628,2.3301,-0.0176,0.15,-14.41,112.04
31811,0.735,0.020,11.282,-0.3060,2.3564,-0.0437,-0.05,-13.23,112.05
31820,0.562,-0.103,11.204,-0.2999,2.2850,0.0839,-0.21,-11.69,112.04
31831,0.054,0.054,11.200,0.1263,2.4670,-0.0745,-0.33,-10.63,112.02
31840,-0.224,0.232,11.034,0.4419,2.5737,-0.0084,-0.07,-8.85,112.09
31851,-0.340,0.180,10.469,0.3754,1.6229,-0.0188,0.19,-7.66,112.11
31860,-0.595,0.042,10.406,0.1610,1.9674,-0.0294,0.33,-6.98,112.06
31871,-0.255,0.000,10.823,-0.0749,2.0344,-0.0511,0.37,-5.41,112.07
31881,-0.783,-0.004,9.863,-0.2626,1.7072,0.0334,0.21,-4.62,112.02
31890,-0.625,-0.041,9.543,-0.3415,2.1354,-0.0969,0.09,-3.42,112.02
31901,-0.594,-0.071,9.177,-0.0227,2.0679,-0.0017,-0.19,-2.21,112.05
31910,-1.178,0.132,9.347,0.5652,1.1492,0.0365,0.09,-1.07,111.98
31920,-1.851,-0.181,8.571,-0.0461,1.1919,-0.0009,0.45,-0.85,112.02
31931,-1.767,-0.173,8.433,-0.1873,1.3533,0.0492,0.03,0.26,111.92
31941,-1.179,-0.022,8.317,-0.0349,1.7316,0.0749,0.22,0.72,111.99
31951,-1.579,0.147,7.731,-0.0762,2.1922,-0.0073,0.00,2.23,112.09
31960,-1.380,0.402,7.731,-0.2280,1.7340,-0.0058,0.14,3.22,111.98
31970,-1.077,0.183,7.734,-0.4773,1.6106,0.0430,-0.28,4.17,111.98
31981,-1.833,-0.178,7.637,-0.0261,1.5377,-0.0473,-0.38,5.07,112.08
31990,-1.885,-0.262,8.028,-0.1666,1.2691,0.0403,-0.30,5.93,111.97
32001,-1.595,0.000,7.532,0.5054,1.2574,-0.0029,-0.58,6.53,111.99
32010,-1.495,-0.184,8.029,1.1207,1.8267,-0.0831,0.26,7.36,111.93
32020,-2.719,0.366,7.029,-0.2971,1.7231,0.0302,0.72,8.60,112.04
32031,-2.448,0.070,8.168,-0.8086,2.1553,0.0294,-0.06,9.31,111.96
32040,-2.348,0.088,8.238,0.1726,1.8317,-0.0321,-0.24,11.07,111.95
32051,-2.116,-0.047,8.542,0.6444,1.3642,-0.0196,0.11,11.39,111.94
32060,-2.627,0.177,8.518,-0.0474,1.6583,-0.0411,0.48,12.65,111.95
32071,-2.272,0.057,8.835,-0.0953,1.4486,0.0253,0.03,13.26,111.99
32080,-2.710,0.232,9.172,-0.0276,1.2268,-0.0743,0.39,14.33,112.02
32091,-2.587,0.277,24.336,0.0231,-0.2231,-0.0817,0.02,14.70,112.01
32100,-2.483,0.083,22.867,0.2477,-1.9418,-0.0497,0.45,14.10,112.08
32110,-2.119,-0.165,18.362,0.6361,-2.5986,-0.0740,0.29,12.49,111.93
32120,-1.737,0.184,14.152,0.7828,-2.1020,-0.0560,1.21,11.15,111.99
32131,-1.612,0.703,11.595,0.2492,-2.2412,0.0051,1.18,10.07,112.06
32140,-1.121,0.049,10.277,0.4528,-2.6832,-0.0239,1.50,8.55,111.93
32161,-0.163,0.238,9.642,1.6254,-2.4806,0.0315,2.69,5.41,112.01
32170,0.061,0.716,9.801,0.2368,-2.3198,0.0510,3.54,4.13,111.95
32181,0.358,0.722,9.457,-0.1009,-2.3654,-0.0556,2.97,2.74,111.95
32190,0.967,0.620,9.513,0.6544,-2.2787,-0.0228,3.43,1.43,111.97
32201,0.825,0.617,9.824,0.7356,-0.8280,-0.0740,3.72,0.12,112.06
32211,1.042,0.442,10.099,0.8831,-0.3742,0.0558,4.27,0.51,112.14
32221,1.110,1.021,9.914,0.3938,-0.3258,0.0121,4.74,-0.29,112.01
32231,1.163,0.909,10.157,0.1254,0.4588,0.0714,4.72,0.14,111.95
32241,1.632,0.545,9.372,0.0463,-0.1431,-0.0638,4.90,0.23,112.09
32250,1.464,0.434,9.793,0.7684,0.0436,0.0022,4.75,-0.01,112.00
32260,1.568,1.009,9.723,0.9347,-0.1930,-0.1470,5.73,0.26,111.84
32270,1.576,1.288,10.220,-0.2388,0.0060,-0.0436,5.81,-0.22,111.96
32280,1.313,0.812,9.638,0.0480,0.2992,0.0645,5.48,0.26,111.93
32291,1.306,1.179,9.640,0.5905,-0.2636,-0.0294,5.89,0.16,112.03
32301,1.626,1.426,10.170,0.5157,-0.3238,0.0407,6.15,-0.07,112.04
32311,1.628,0.507,9.789,0.3243,-0.2602,0.0131,6.51,-0.24,111.98
32321,1.431,1.027,9.836,0.6358,0.2885,-0.0046,6.55,-0.43,111.95
32330,1.288,1.530,9.930,0.2709,0.8321,0.0566,7.21,0.09,111.99
32340,1.554,1.008,9.446,-0.1196,0.1113,-0.0214,6.84,0.51,112.04
32350,1.588,1.352,9.657,0.1972,-0.5579,-0.0258,7.11,0.23,112.03
32361,1.081,1.444,10.150,0.5133,-0.0066,-0.0160,7.06,-0.11,111.83
32370,1.377,1.159,9.911,0.3001,-0.0456,0.0268,7.68,0.23,112.01
32380,1.669,1.042,9.464,-0.0304,-0.1309,-0.0211,7.43,-0.14,111.95
32390,1.332,1.460,9.524,0.3736,0.4758,-0.0734,7.62,0.07,112.09
32400,1.770,1.166,9.580,0.1121,-0.0526,-0.0532,7.84,0.41,112.03
32411,1.565,1.672,9.410,-0.1446,-0.3378,-0.0241,7.70,0.01,111.83
32420,1.528,1.579,9.458,0.2170,-0.0010,-0.0608,7.68,-0.02,111.99
32430,1.279,1.600,9.591,0.1125,-0.1560,-0.1056,7.94,-0.08,111.91
32440,1.325,1.408,9.216,-0.2175,-0.3540,0.0676,7.81,-0.15,112.09
32451,1.197,1.327,10.088,-0.2773,0.2319,0.0881,7.70,-0.47,111.98
32461,1.346,1.885,9.508,-0.1306,0.5351,0.0451,7.49,0.10,112.01
32470,0.978,1.466,9.642,-0.1840,-0.1945,0.0207,7.59,0.15,111.85
32480,1.487,1.604,9.821,0.2033,-0.4290,-0.0590,7.24,-0.16,111.95
32490,1.480,1.436,9.281,0.1046,0.4295,0.0206,7.80,-0.30,111.95
32501,0.623,1.346,9.843,-0.4978,0.1884,0.0154,7.32,0.30,111.99
32510,1.291,0.963,10.014,-0.4773,-0.1227,0.0013,7.23,-0.06,111.96
32521,0.759,1.275,9.690,-0.4345,0.3163,0.0030,6.75,0.20,112.05
32530,1.207,1.450,9.836,0.0726,0.2468,-0.0196,6.71,0.34,111.97
32540,0.353,1.581,9.571,-0.7762,-0.1712,0.0210,6.81,0.47,111.90
32551,0.759,0.692,9.954,-0.5662,-0.6167,0.0013,5.82,0.14,111.93
32561,0.928,0.809,9.677,-0.0442,0.0268,-0.0151,6.11,-0.24,112.00
32570,0.641,0.457,9.452,-0.6324,0.2775,0.0129,5.78,0.16,111.98
32580,0.599,1.270,10.147,-0.0640,-0.4023,-0.0368,5.40,0.09,111.96
32591,0.440,0.970,9.685,-0.3464,-1.1129,0.0506,5.69,-0.27,111.93
32600,0.825,0.789,10.039,-0.9448,-2.1315,0.0102,5.00,-1.18,111.93
32610,0.814,0.669,10.509,-0.0166,-3.0357,-0.0145,4.64,-2.70,112.10
32621,1.226,0.624,10.503,-0.7057,-2.8288,-0.0462,4.97,-4.63,112.10
32630,1.045,0.440,11.477,-0.5191,-2.5303,-0.0326,3.81,-5.91,112.04
32640,1.197,0.316,11.858,0.1935,-2.9855,-0.0993,4.38,-7.56,111.96
32650,2.121,0.630,12.713,-1.3492,-2.5970,-0.0010,4.08,-9.31,112.02
32660,1.682,0.187,12.889,-0.8672,-3.4889,-0.0134,2.83,-10.53,112.09
32670,1.815,0.642,13.359,0.0330,-3.2917,-0.0176,3.05,-13.35,112.01
32681,1.754,0.811,13.177,-0.2571,-2.0609,0.0270,2.86,-14.28,111.98
32691,2.531,0.459,13.316,-0.7935,-2.6054,0.0124,2.74,-15.71,111.92
32700,2.322,0.595,13.875,-0.9378,-3.0520,-0.1104,1.93,-17.23,111.78
32711,2.594,0.031,14.111,-0.2705,-2.7440,-0.0233,1.69,-19.19,112.09
32720,2.687,-0.287,13.536,-0.8166,-2.6011,0.0360,1.61,-20.42,112.16
32731,3.309,0.177,13.322,-0.6616,-2.6113,-0.0263,0.76,-22.13,112.09
32740,3.205,0.088,12.635,-0.1194,-2.5196,-0.0019,0.84,-23.40,112.06
32750,3.714,0.513,11.778,-1.0290,-3.1775,0.0515,0.64,-25.03,111.99
32760,3.380,0.247,10.993,-0.4916,-2.8671,-0.1060,-0.31,-27.04,111.91
32780,3.525,-0.251,9.716,-0.3573,-0.2468,-0.0367,0.02,-29.72,111.98
32790,3.324,-0.102,9.841,0.0051,1.8807,-0.0679,-0.32,-28.61,112.09
32800,3.241,0.072,9.553,0.1879,2.1248,0.0158,0.05,-27.57,111.96
32811,2.821,0.088,10.006,-0.2710,1.9210,0.0980,-0.08,-26.13,111.96
32820,2.931,-0.013,9.971,-0.0563,1.6694,-0.0250,-0.24,-25.35,112.04
32831,2.614,-0.421,10.433,-0.0640,2.3645,0.0008,-0.11,-24.27,112.01
32841,2.458,-0.086,10.752,0.2247,2.4175,-0.0543,-0.29,-22.62,111.91
32851,2.625,0.141,11.195,0.4027,2.2761,-0.0315,0.12,-21.47,112.04
32860,1.739,-0.436,10.972,0.0621,2.2942,0.0422,0.12,-20.02,111.80
32870,1.976,0.159,10.272,-0.0774,2.0959,0.0550,0.23,-18.86,112.04
32881,1.648,-0.010,11.292,-0.1139,1.9506,-0.0233,0.03,-17.62,112.06
32891,1.216,0.058,11.492,-0.1579,1.9840,-0.0118,0.06,-16.62,111.88
32900,1.064,-0.003,11.334,0.0958,1.7344,-0.0024,-0.17,-15.35,112.00
32911,0.711,-0.064,11.476,-0.0082,2.3622,-0.0063,0.20,-14.65,111.92
32921,0.575,-0.534,11.721,-0.0181,3.7740,0.0704,-0.19,-12.65,111.85
32930,0.811,0.001,11.347,0.0172,2.0964,-0.0149,0.17,-10.36,112.05
32940,0.402,-0.306,10.902,-0.3833,1.3297,-0.0435,-0.14,-10.27,111.98
32950,-0.065,-0.413,10.852,0.2445,2.0071,-0.0138,-0.23,-8.82,112.05
32961,-0.228,0.283,10.511,0.5881,1.9323,0.0510,0.12,-7.93,112.03
32970,-0.893,0.035,10.280,0.1187,2.5197,-0.0554,0.49,-6.59,111.92
32980,-0.712,0.104,9.821,-0.5479,2.6022,-0.0489,0.26,-5.03,111.95
32991,-0.636,-0.005,9.985,-0.6101,1.4830,-0.0387,-0.13,-3.64,111.86
33000,-0.976,0.086,9.613,-0.2727,1.0703,0.0175,-0.42,-3.39,111.95
33010,-0.877,-0.152,9.020,0.4460,2.0547,0.0368,-0.45,-2.40,111.95
33021,-1.042,0.424,9.122,0.4442,1.6760,0.0218,0.08,-1.05,111.96
33031,-1.010,-0.399,8.724,-0.5652,0.9032,-0.0375,0.05,-0.50,112.07
33040,-0.781,-0.416,8.389,-0.0569,1.7029,-0.0712,-0.58,0.03,111.98
33051,-1.576,-0.068,7.704,0.7752,1.9743,0.0315,-0.05,1.43,111.91
33060,-1.776,0.128,7.808,0.0559,0.8340,0.0691,0.32,2.29,112.04
33070,-1.947,-0.138,7.860,-0.2824,1.3960,-0.0348,-0.01,2.44,111.84
33081,-1.562,0.408,7.951,-0.2927,1.9243,0.0495,-0.01,3.89,111.90
33091,-2.198,0.142,7.775,0.1660,1.4130,-0.0469,-0.35,4.63,112.10
33101,-1.791,0.005,7.214,0.1145,1.6306,0.0213,0.21,5.51,111.95
33110,-1.523,-0.452,8.099,-0.3336,1.8681,-0.0206,-0.21,6.54,112.00
33121,-2.205,0.028,7.540,0.5227,1.4105,0.0352,-0.17,7.67,111.85
33130,-2.468,0.271,8.009,-0.1007,1.3656,0.0166,0.34,8.13,111.96
33141,-2.394,-0.090,7.677,-0.3535,1.7284,0.0159,-0.30,9.21,111.88
33161,-1.819,-0.299,7.958,0.1569,1.3282,-0.1107,-0.00,10.93,111.93
33170,-2.512,-0.470,8.536,0.4179,1.8628,0.0540,0.12,11.64,111.93
33181,-2.254,0.101,8.878,-0.0814,1.4255,0.0139,0.46,13.07,112.03
33191,-2.441,-0.041,9.098,-0.2316,1.0594,0.0622,-0.01,13.26,111.96
33201,-2.173,-0.320,9.175,0.2025,0.7597,0.0759,0.16,14.30,111.81
33210,-1.876,0.229,24.936,0.0382,-1.0726,0.0059,0.22,14.07,111.99
33220,-2.242,0.051,20.910,1.1336,-2.3963,0.0144,0.19,13.08,111.81
33231,-1.807,0.369,16.425,1.4150,-2.1957,0.0316,1.47,11.34,112.04
33241,-1.530,0.385,13.000,0.8166,-2.2633,0.0810,1.80,10.54,111.92
33251,-1.294,0.754,10.277,0.2798,-2.9202,0.0330,2.38,8.71,111.84
33260,-0.474,0.363,10.114,0.4598,-2.0626,0.0139,2.14,7.16,111.84
33271,-0.785,0.567,9.639,1.5053,-2.1174,-0.1403,2.93,6.33,111.74
33280,0.311,1.261,10.014,1.2503,-2.4930,0.0616,3.88,4.71,112.05
33291,0.086,0.906,9.643,0.2255,-2.3264,0.0690,4.38,3.45,111.96
33300,0.227,0.563,9.364,0.1754,-2.3586,0.0110,4.15,2.06,111.98
33311,0.273,0.895,10.114,0.4423,-2.1864,-0.0526,4.61,0.75,111.85
33321,0.731,0.663,9.881,0.5186,-1.0511,0.0206,4.62,-0.46,111.89
33331,1.195,0.531,9.559,0.7070,0.4533,-0.0229,5.23,-0.45,111.91
33341,1.045,0.748,9.641,0.9374,0.7292,-0.0764,5.42,0.03,111.79
33350,1.327,0.972,9.795,0.6909,0.3077,-0.0671,6.32,0.40,111.78
33361,1.364,0.774,9.882,0.2506,-0.4668,-0.0766,6.22,0.39,111.92
33370,1.075,0.604,9.708,0.8741,-0.4973,0.0092,6.63,-0.13,111.98
33380,1.217,1.277,9.987,0.4793,-0.1280,0.0591,7.21,-0.21,112.20
33391,1.099,1.323,9.762,0.5763,-0.0665,0.0399,7.22,-0.25,111.80
33400,1.455,1.262,9.806,0.4344,0.2684,0.0459,7.85,-0.28,111.99
33410,1.106,1.298,9.382,0.3618,-0.0170,-0.0407,7.74,0.05,111.94
33420,1.484,1.233,9.753,0.1440,0.1339,0.0255,8.26,-0.30,111.91
33430,1.401,1.472,9.758,0.1457,0.2477,-0.1070,7.95,0.24,111.78
33441,1.312,1.317,9.803,0.2326,0.0793,0.0945,8.45,-0.02,112.08
33450,2.104,1.256,9.511,0.0707,-0.1397,0.0741,8.20,0.28,111.95
33460,1.260,1.374,9.792,0.4653,-0.3535,0.0050,8.55,-0.13,111.96
33471,1.600,1.158,9.469,0.9792,0.1507,-0.0598,8.73,-0.11,112.02
33480,1.692,1.504,9.651,0.1021,0.4365,-0.0360,9.66,0.05,112.00
33491,1.094,1.528,9.697,0.1592,0.0173,-0.0284,8.86,0.41,111.96
33501,1.046,1.706,9.168,0.5407,-0.2691,-0.0163,9.84,0.05,111.97
33511,1.288,1.588,9.715,-0.3087,0.2892,-0.0031,9.52,0.08,111.92
33520,1.870,2.178,9.555,-0.3397,0.1225,0.0346,9.50,0.38,112.01
33530,1.825,1.543,9.896,0.0997,-0.6670,0.0175,9.17,0.26,111.93
33541,1.484,1.760,9.490,0.6566,-0.0732,0.0132,9.63,-0.38,111.90
33550,1.373,1.998,9.415,-0.0318,0.8507,-0.0515,9.93,0.17,111.97
33560,1.576,1.156,9.737,-0.4865,-0.0904,0.0032,9.61,0.62,111.94
33570,1.065,1.870,10.072,-0.3636,-0.4180,0.0089,9.37,0.05,112.06
33581,0.732,1.202,10.108,-0.1140,0.0429,0.0562,9.18,0.15,111.88
33590,1.355,1.372,9.346,-0.1882,-0.6670,-0.0393,9.26,0.12,111.92
33601,1.579,1.174,9.613,-0.4535,-0.1413,0.0350,8.97,-0.62,111.93
33610,1.489,1.436,9.266,-0.1023,0.2839,0.0743,8.72,-0.02,112.09
33621,0.697,1.806,9.741,-0.3346,-0.2880,0.0214,8.87,-0.30,112.10
33631,0.545,1.254,9.403,-0.3611,0.8326,-0.0153,8.32,-0.34,111.99
33640,1.756,1.743,9.788,0.2534,0.4763,-0.0358,8.48,0.64,111.87
33651,0.808,1.601,9.146,-0.3916,-0.7307,0.0376,8.62,0.21,111.83
33660,1.442,0.996,10.183,-1.1050,0.0729,0.0752,8.03,-0.20,112.02
33671,0.436,1.153,9.879,-0.7882,-0.2792,-0.0165,7.34,0.29,111.92
33681,0.957,1.259,9.785,-0.1238,-0.5900,0.1133,7.15,-0.50,112.02
33691,0.559,1.185,10.227,-0.7113,0.5241,-0.0360,7.23,-0.39,111.91
33701,0.608,1.099,10.591,-0.3218,-1.4248,0.0053,6.35,0.10,111.86
33711,0.912,0.838,10.268,-0.3817,-2.9640,-0.0597,6.83,-2.01,111.92
33721,0.646,1.205,11.106,-1.0516,-2.7163,-0.0027,5.88,-3.30,111.88
33730,0.933,1.020,10.877,-0.4553,-2.8919,-0.0785,5.62,-5.09,112.00
33741,1.367,0.755,11.366,0.1777,-2.5502,0.0503,5.34,-6.67,111.98
33751,1.517,1.067,11.605,-0.8102,-2.7409,-0.0293,5.82,-7.98,112.01
33760,1.770,0.544,12.842,-1.6492,-3.1702,-0.0510,4.42,-9.80,111.74
33770,1.462,1.032,13.111,-0.7920,-2.5346,0.0517,3.88,-11.62,111.91
33780,2.248,0.550,13.772,-0.4242,-2.3901,0.0503,3.52,-12.68,111.80
33790,2.527,0.830,14.150,-0.1799,-3.2207,0.1053,3.42,-14.39,111.99
33801,2.638,0.773,13.751,-1.1983,-2.8568,0.0341,3.31,-16.38,111.89
33810,2.985,0.750,13.276,-1.2964,-2.2073,-0.0090,2.07,-17.67,111.87
33821,2.842,0.107,14.018,-0.5573,-3.3751,-0.0644,1.83,-18.96,111.94
33831,3.313,-0.395,13.745,-0.7827,-3.2956,0.0069,1.43,-21.53,111.97
33840,2.840,0.135,12.958,-0.3212,-2.9668,0.0378,0.94,-22.71,112.00
33850,3.019,-0.073,12.303,-0.4496,-2.4987,0.0350,1.06,-24.94,111.81
33860,3.596,0.065,11.430,-0.5549,-2.0029,0.0821,0.43,-25.55,111.98
33870,3.505,0.182,10.996,-0.4866,-3.3479,-0.0679,0.42,-27.23,112.02
33881,4.028,-0.197,9.857,-0.6900,-2.4668,0.0135,-0.14,-29.40,111.88
33890,4.063,0.045,10.284,0.0873,0.9376,-0.0990,-0.33,-30.02,111.89
33900,3.605,0.225,9.833,0.0867,2.3858,-0.0244,-0.02,-28.34,112.14
33911,3.513,0.074,10.159,0.0898,2.7611,-0.0210,-0.22,-27.29,111.94
33921,3.011,0.057,10.263,0.4934,2.8067,0.0227,0.06,-25.17,112.00
33931,2.449,0.274,10.009,-0.6530,1.6286,-0.0081,0.32,-24.04,111.86
33940,2.750,0.100,10.937,-0.0955,1.9550,-0.0495,-0.66,-23.30,112.03
33951,2.418,-0.327,10.675,1.1051,1.9666,0.0100,0.22,-21.81,112.16
33961,2.033,0.232,10.819,-0.5182,2.2631,0.0158,0.64,-21.04,111.95
33970,1.721,-0.067,11.208,-0.4824,2.5301,-0.0621,-0.37,-19.25,111.98
33981,1.716,0.120,10.722,0.0319,2.2738,0.0318,0.10,-18.13,112.16
33991,0.799,-0.094,11.513,-0.3107,2.2029,-0.0221,-0.35,-16.64,112.02
34000,1.226,-0.550,11.198,0.3515,2.1328,-0.0123,-0.26,-15.61,111.93
34011,1.236,0.180,11.136,0.6910,1.9780,0.0916,0.03,-14.22,112.05
34021,0.705,0.056,11.130,0.4132,2.0378,0.0038,0.55,-13.37,111.97
34031,0.711,0.113,11.592,-0.4466,2.3481,-0.0476,0.48,-11.91,111.93
34041,0.479,0.084,11.278,-0.1618,2.6680,0.0374,0.03,-10.67,111.90
34051,0.258,0.442,11.114,-0.7677,2.9688,0.0165,0.31,-8.85,111.81
34060,-0.283,-0.349,10.992,-0.3614,1.8648,-0.0493,-0.83,-7.27,112.07
34070,0.006,-0.072,10.760,0.6523,1.7378,-0.0829,-0.11,-6.72,111.94
34081,-0.490,0.041,10.388,0.2424,1.7558,0.0841,-0.08,-5.33,111.81
34091,-0.464,0.229,9.938,-0.1579,1.6232,-0.0305,0.17,-4.71,112.00
34100,-0.879,0.077,9.595,-0.3508,1.8355,-0.0178,-0.24,-3.47,111.97
34111,-1.095,-0.030,9.305,-0.0294,1.5489,-0.0341,-0.27,-2.65,112.01
34120,-0.722,-0.329,8.861,0.3705,1.0561,-0.0243,-0.28,-1.69,111.91
34130,-1.255,0.111,8.508,0.3522,1.9067,0.0366,0.17,-1.44,111.92
34141,-1.152,0.296,8.158,-0.2559,2.4090,-0.0329,0.11,0.48,112.15
34150,-0.956,0.025,8.332,0.1326,1.6113,0.0544,-0.11,1.35,111.91
34161,-1.283,-0.154,8.121,0.0714,1.0361,0.0044,0.28,2.34,111.98
34171,-1.668,0.168,7.805,-0.4411,0.7013,-0.0208,-0.04,2.52,112.09
34180,-1.471,0.050,7.731,-0.0998,1.7577,-0.0263,-0.19,3.15,111.82
34190,-1.483,-0.037,8.184,-0.3590,2.2880,0.0809,-0.21,4.55,111.90
34200,-1.807,-0.237,7.593,0.2236,1.5728,0.1166,-0.63,5.77,111.96
34211,-1.789,-0.164,7.885,0.7232,1.5221,0.0513,0.05,6.36,112.01
34221,-2.140,-0.069,7.611,0.0754,2.0477,0.0278,0.21,7.52,111.96
34230,-2.279,0.567,8.131,0.5245,1.6073,0.0144,0.15,8.69,111.95
34241,-2.314,0.117,7.972,-0.2305,1.4557,0.0041,0.80,9.36,112.05
34251,-2.171,-0.066,8.096,-1.0306,1.5097,-0.0171,-0.11,10.41,112.05
34260,-2.007,-0.147,8.294,0.5661,1.1807,-0.0074,-0.39,11.15,111.91
34270,-2.702,-0.031,8.773,0.7473,1.5054,0.0720,0.54,11.75,112.02
34280,-2.656,0.453,8.853,-0.6652,1.6859,-0.0902,0.47,12.88,111.85
34291,-2.589,-0.061,9.132,-0.4309,1.4915,0.0404,-0.24,13.66,111.92
34300,-2.491,-0.015,9.365,0.3179,0.5007,-0.0206,-0.02,14.57,111.98
34311,-2.606,-0.040,22.627,0.7825,-1.3788,-0.0177,0.16,14.22,112.02
34321,-2.414,0.070,19.602,0.8043,-2.5011,-0.0231,0.90,12.99,111.92
34331,-1.287,0.264,14.751,0.8268,-2.5524,0.0378,1.07,11.37,112.11
34341,-1.376,0.348,12.573,1.1050,-2.8271,0.0478,1.84,10.05,111.96
34351,-1.047,0.503,10.276,1.0740,-2.4012,-0.0252,2.33,8.15,111.91
34360,-0.948,1.107,10.136,0.3526,-1.9347,0.0012,3.05,7.32,112.07
34371,-0.466,0.426,9.496,0.4130,-2.3902,-0.0249,2.75,5.93,111.89
